word,phonetic,pos,meaning,example,example_zh
seafood,,n.,"海产食品, 海味",,
seagoing,,adj.,"适于远航的,出海的",,
seal,,n.,"封铅 vt封, 密封",,
seaman,,n.,"海员, 水手",,
seaport,,n.,"海港, 港口都市",,
sear,,adj.,"烤焦的, 枯萎的 v. 烤焦,变干枯",,
search,,v.,"搜寻,调查",,
seashell,,n.,海贝壳,,
seashore,,n.,"海岸, 海滨",,
season,,n.,季节,,
seasonal,,adj.,"季节的,周期性的",,
seasoning,,n.,调味品， 调料,,
seat,,n.,座位 v. 使坐下,,
seattle,,n.,西雅图,,
seawater,,n.,海水,,
seaway,,n.,海上航道,,
seaweed,,n.,"海草, 海藻",,
secede,,vi.,正式脱离， 退出,,
seclusion,,n.,隔离,,
second,,adj.,第二的；次等的，二等的 v. 赞成，附和 num. 第二 n. 秒；瞬间，片刻,,
secondary,,adj.,"次要的,二级的",,
secondhand,,adj.,"a&ad 二手的, 间接的",,
secrecy,,n.,"秘密,保密",,
secret,,,n&a. 秘密(的),,
secretary,,n.,"秘书, 部长",,
secrete,,v.,"隐藏,隐匿",,
secretin,,n.,分泌素,,
sect,,n.,"宗派, 教派",,
section,,n.,部分,,
sectional,,adj.,"可组合的,部分的",,
sector,,n.,"部分, 部门",,
secular,,adj.,"长期的,世俗的",,
secure,,adj.,"安全的,可靠的 v. 保护",,
securely,,adv.,安全地；无疑地,,
security,,n.,安全,,
sedentary,,adj.,"久坐的,固定不动的",,
sedge,,n.,[植]莎草,,
sediment,,n.,沉淀物， 沉积物,,
sedimentary,,adj.,"沉积的,沉淀性的",,
sedimentation,,n.,"沉淀,沉降",,
seduce,,v.,勾引；引诱,,
seed,,n.,种子 v. 播种,,
seedling,,n.,幼苗,,
seedy,,adj.,"多种子的, 结籽的",,
seek,,v.,"寻找,探索",,
seeker,,n.,"搜索者, 探求者",,
seem,,v.,好像， 似乎,,
seemingly,,adv.,表面上地,,
seep,,v.,渗出,,
seepage,,n.,"渗流, 渗出的量",,
segment,,n.,"段, 节",,
segregate,,v.,隔离,,
seismic,,adj.,[地]地震的,,
seismograph,,n.,地震仪， 测震仪,,
seismology,,n.,地震学,,
seize,,v.,"抓住,夺取",,
seldom,,adv.,"很少, 不常",,
select,,v.,"选择,挑选 adj. 精选的",,
selection,,n.,"选择,挑选",,
selective,,adj.,"选择的, 选择性的",,
selenium,,n.,[化]硒,,
self,,n.,"自己,自我",,
selfish,,adj.,自私的,,
selfless,,adj.,无私的,,
sell,,v.,"出售,卖",,
seller,,n.,售货者,,
semantic,,adj.,语义的,,
semester,,n.,学期,,
semiarid,,adj.,半干旱的,,
semicircular,,adj.,半圆的,,
semimolten,,adj.,半熔的,,
seminar,,n.,"研究会,讨论发表会",,
semiotics,,n.,符号学,,
semiskilled,,adj.,半熟练的,,
semitic,,n.,/a闪族人(语) (的),,
senate,,n.,参议院,,
senator,,n.,参议员,,
send,,v.,"发送,派遣",,
sender,,n.,"寄件人,发送人",,
senior,,adj.,"年长的, 资格较老的",,
sensation,,n.,"感觉,感情",,
sensational,,adj.,"轰动的, 耸人听闻的",,
sensationalism,,n.,"追求轰动效应, 感觉论",,
sense,,v.,"感觉,意识到",,
sensibility,,n.,"敏感性,识别力",,
sensible,,adj.,"有感觉的, 明智的",,
sensitive,,adj.,"敏感的,灵敏的",,
sensitively,,adv.,"易感知地, 神经过敏地",,
sensitivity,,n.,"敏感, 灵敏(度)",,
sensory,,adj.,"知觉的, 感觉的",,
sensual,,adj.,感觉的， 感官的； 肉欲的； 耽于感官享受的,,
sentimental,,adj.,感伤的；多愁善感的,,
sentimentalism,,n.,"感情主义, 沉于情感",,
sentimentalized,,v.,"流于感伤, 变多愁善感",,
sepal,,n.,萼片,,
separable,,adj.,"可分离的, 可分的",,
separate,,v.,"分开,隔开",,
separately,,adv.,"分别地,分离地",,
separation,,n.,"分离,分开",,
september,,n.,九月(略作Sep),,
sequence,,n.,"次序,顺序",,
sequential,,adj.,序列的； 连续的； 随之而来的,,
sequester,,v.,"使隐退, 扣押, 没收",,
sequoia,,n.,[植] 美洲杉,,
serene,,adj.,平静的 n宁静,,
series,,n.,"系列,连续",,
serigraphy,,n.,"绢印, 绢网印艺术",,
serious,,adj.,"严肃的,认真的,严重的",,
seriousness,,n.,"严肃, 认真",,
serpentine,,adj.,蜿蜒的,,
serrate,,adj.,锯齿状的,,
serum,,n.,"浆液, 血清",,
servant,,n.,仆人,,
serve,,v.,"服务,担任",,
server,,n.,服务器,,
service,,n.,"公共设施,服务 v. 服务",,
serviceable,,adj.,有用地，耐用的,,
session,,n.,"会议, 开庭",,
set,,n.,"(一)套 v. 放置,设定",,
setback,,n.,挫折， 阻碍； 倒退,,
setting,,n.,环境； 背景； 布景； 曲； 底座， 底板,,
settle,,v.,"解决,定居,安顿",,
settlement,,n.,"解决,协议,居留地",,
setup,,n.,"装备, 安装,计划",,
seven,,num.,"七,七个",,
seventeenth,,num.,"第十七,十七分之一",,
seventy,,num.,七十,,
severe,,adj.,"严厉的,剧烈的,严重的",,
severely,,adv.,"严格地, 激烈地",,
severity,,n.,"严肃, 严格",,
sew,,v.,"缝合, 缝纫",,
sewage,,n.,"污水, 污物",,
sewer,,n.,排水沟，下水道,,
sewerage,,n.,"排水设备, 污水",,
sex,,n.,"性别,性",,
sexism,,n.,性别歧视,,
sexually,,adv.,"性别地,两性之间地",,
shade,,n.,"荫,阴凉处vi渐变 ,遮蔽",,
shadow,,n.,阴影；影子,,
shaft,,n.,柄，杆,,
shake,,,n& v. 摇动，颤抖,,
shakespeare,,n.,"莎士比亚(1564-1616,英国剧作家,诗人)",,
shale,,n.,"页岩,泥板岩",,
shallow,,adj.,浅的,,
shaman,,n.,"萨满教的道士, 僧人或巫师",,
shame,,n.,羞耻，羞愧，耻辱；可耻的人 vt. 使羞愧； 玷辱,,
shape,,n.,形状，外形，样子；体形，身材；形式；幻象；情况，状况 vt. 使成为…形状， 塑造； 决定…的形成,,
shapeless,,adj.,"不成形的, 无定形的",,
shaper,,n.,"造形者, 塑造者",,
share,,v.,"分享,分担",,
sharp,,adj.,"锐利的,明显的,急剧的",,
sharpen,,v.,削尖， 磨快； 使敏锐； 变得清晰,,
sharper,,n.,"磨具,(赌博中的)骗子",,
sharply,,adv.,锋利地；剧烈地,,
shatter,,v.,粉碎，破灭,,
shear,,v.,"剪, 剪切",,
sheath,,n.,鞘， 外壳； 套； 护皮； 紧身连衣裙,,
shed,,v.,"脱落,流出 n棚屋",,
sheep,,n.,"羊,绵羊",,
sheepskin,,n.,"羊皮(革,纸), 毕业证书",,
sheer,,,a&ad. 十足的，陡峭的,,
sheet,,n.,"(一)片,(一)张",,
shelf,,n.,"架子,搁板",,
shell,,n.,"(贝)壳,外壳 v. 剥壳,炮击",,
shellfish,,n.,"贝, 甲壳类动物",,
shelter,,n.,"掩蔽,庇护所 v. 掩蔽,躲避",,
shelve,,v.,搁置,,
shepherd,,n.,牧羊人 v. 带领，引导,,
shield,,v.,"防护,遮蔽",,
shift,,,"v&n. 转移,转变,转换",,
shin,,n.,胫骨,,
shine,,v.,"照耀,发光 n光泽",,
shiny,,adj.,发光的；磨光的,,
ship,,n.,"船 v. 航运,载运",,
shipbuilding,,n.,造船,,
shipment,,n.,"装船, 出货",,
shipwreck,,n.,"船只失事,海难 v. 使失事",,
shipwright,,n.,造船者,,
shirk,,v.,逃避， 规避,,
shirt,,n.,衬衫,,
shock,,,n&v. 震动；震惊,,
shoe,,n.,鞋,,
shoemaker,,n.,鞋匠,,
shoemaking,,n.,制鞋,,
shoeshine,,n.,"鞋油, 擦皮鞋",,
shoot,,v.,"发射, 开枪",,
shop,,n.,商店 v. 买东西,,
shopper,,n.,购物者,,
shore,,n.,"岸, 海滨",,
shorebird,,n.,"岸禽类鸟,沙禽",,
shoreline,,n.,海岸线,,
short,,adj.,"短的,矮的",,
shortage,,n.,"不足, 缺乏",,
shortcut,,n.,捷径,,
shorten,,v.,"缩短, (使)变短",,
shortly,,adv.,"立刻, 马上",,
shortness,,n.,短缺,,
shortwave,,n.,短波,,
shoshone,,n.,美国休休尼族印第安人;休休尼语,,
shoulder,,n.,"肩(部)t肩负, 承当",,
shovel,,n.,"铲,挖斗机",,
shower,,n.,"阵雨, 淋浴",,
showman,,n.,"戏剧制作人, 玩杂耍的",,
shred,,n.,碎片，细条；些许，少量 vt. 切碎， 撕碎,,
shrewd,,adj.,敏捷的， 机灵的； 精明的,,
shrill,,adj.,尖声的 v. 尖声叫出,,
shrimp,,n.,小虾 v捕虾,,
shrine,,n.,"圣地, 神龛",,
shrink,,v.,"收缩, (使)皱缩 n. 收缩",,
shrinkage,,n.,收缩,,
shrivel,,v.,枯萎,,
shroud,,n.,"裹尸布, 寿衣 v. 用裹尸布裹, 遮蔽",,
shrub,,n.,"灌木, 灌木丛",,
shrubby,,adj.,灌木的,,
shudder,,n.,"震动 vi战栗, 发抖",,
shuffle,,,v&n. 拖着脚走； 洗； 蒙混； 搅乱,,
shun,,v.,"避开,避免",,
shut,,v.,"关上, 关闭",,
shutter,,n.,百叶窗；(照相机的)快门,,
shuttle,,n.,航天飞机；梭子 v穿梭来回(运送),,
shy,,adj.,"怕羞的, 畏缩的",,
shyness,,n.,"羞怯, 胆怯",,
sibling,,n.,兄弟姐妹,,
sick,,adj.,有病的；恶心的,,
sickness,,n.,"疾病, 呕吐",,
sidebar,,n.,补充报道,,
sideline,,n.,"副业, 边界线",,
sidewalk,,n.,人行道,,
sideways,,,"a&ad. 旁的, 横向的",,
siege,,n.,包围， 围困； 封锁,,
sierra,,n.,"[地]齿状山脊, [鱼]马鲛",,
sieve,,n.,"n 筛,滤网 v. 筛, 过滤",,
sift,,v.,详审,,
sight,,n.,"视力, 视域",,
sign,,n.,"标记,符号 v. 做标记",,
signal,,n.,"信号,标志 v. 发信号,标志着",,
signaler,,n.,信号员,,
signature,,n.,"签名,信号",,
signer,,n.,"签名人, (用手势) 示意者",,
significance,,n.,"意义,重要性",,
significant,,adj.,"重要的,意义重大的",,
signify,,v.,"颇为重要, 意味",,
silence,,n.,"寂静, 沉默 v. 使沉默",,
silent,,adj.,"寂静的, 沉默的",,
silhouette,,n.,"侧面影象,轮廓 v. 使…照出影子来",,
silica,,n.,[化]硅石,,
silicate,,n.,硅酸盐,,
siliceous,,adj.,硅酸的；硅土的,,
silicon,,n.,[化]硅,,
silk,,n.,丝绸,,
sill,,n.,基石(岩床底面),,
silly,,adj.,"愚蠢的, 可笑的",,
silt,,n.,淤泥 v. (使)淤塞,,
silurian,,adj.,〈地〉志留纪的,,
silver,,n.,银 v. 镀银,,
silversmith,,n.,银器匠,,
silvery,,adj.,"含银的,银色光泽的",,
similar,,adj.,相似的， 类似的,,
simile,,n.,明喻,,
simmer,,vi.,充满；煨，炖 n. 煨， 炖,,
simple,,adj.,"简单的,朴素的",,
simplicity,,n.,"简单, 朴素",,
simplification,,n.,简化,,
simplify,,v.,"单一化,简单化",,
simplistic,,adj.,过分简单化的,,
simply,,adv.,简单地,,
simulate,,v.,"模拟, 模仿",,
simulation,,n.,"仿真, 假装",,
simultaneous,,adj.,"同时发生的,同步的",,
simultaneously,,adv.,同时地,,
sincerity,,n.,"诚挚, 真实",,
sing,,v.,"唱,演唱",,
singer,,n.,歌手,,
single,,adj.,"单一的,单个的,独身的",,
singleton,,n.,"一个, 独身",,
singly,,adv.,"单独地, 个别地",,
singular,,n.,单数 adj. 单一的,,
sink,,v.,下沉,,
sinkhole,,n.,污水池,,
sinuous,,adj.,蜿蜒的,,
sister,,n.,姐妹,,
sit,,v.,坐,,
site,,n.,"位置,地点 v. 使位于,设置",,
situate,,v.,位于，坐落在,,
situated,,adj.,坐落在…的； 处于…境地的,,
situation,,n.,"情形,境遇",,
six,,num.,"六,六个",,
sixteen,,num.,十六,,
sixteenth,,num.,"第十六,十六分之一",,
sixth,,num.,"第六, 六分之一",,
sizable,,adj.,相当大的,,
skate,,n.,冰鞋 vi溜冰,,
skeletal,,adj.,"骨骼的, 梗概的",,
skeletally,,adj.,"骨骼的, 梗概的",,
skeleton,,n.,"骨架,纲要",,
skeptical,,adj.,怀疑的,,
skepticism,,n.,怀疑论,,
sketch,,n.,略图 v素描；概述,,
ski,,n.,滑雪板 vi滑雪,,
skill,,n.,"技能,技巧",,
skillful,,adj.,"熟练的, 灵巧的",,
skillfully,,adv.,"巧妙地,技术好地",,
skim,,v.,撇去； 掠过， 擦过； 浏览， 略读,,
skin,,n.,皮肤,,
skip,,v.,跳；跳过，略过，漏过；不出席 n. 跳； 跳过,,
skirt,,n.,裙子,,
skull,,n.,"头脑,头骨",,
sky,,n.,"天,天空",,
skylight,,n.,天窗,,
skyrocket,,n.,冲天火箭（烟火）,,
skyscraper,,n.,摩天楼,,
slab,,n.,厚板，平板,,
slacken,,v.,松弛， 放松； 减缓， 放慢,,
slam,,v.,砰地关上(放下),,
slander,,,vt&n. 诽谤,,
slapdash,,adj.,匆促的,,
slapstick,,n.,"闹剧, 趣剧",,
slash,,v.,砍；大幅削减 n. 砍痕， 伤痕； 斜线号,,
slat,,n.,板条v打击,,
slate,,n.,"板岩,石板",,
slave,,n.,奴隶,,
slavery,,n.,"奴隶身分, 奴隶制度",,
slavish,,adj.,"奴隶的, 盲从的, 专横的",,
slay,,v.,杀死，宰杀,,
sled,,n.,(小)雪撬,,
sledding,,n.,进展,,
sleek,,adj.,"圆滑的,使…光滑",,
sleep,,,"vi&n. 睡,睡觉",,
sleeper,,n.,"睡眠,枕木",,
sleepiness,,n.,"想睡,瞌睡",,
sleepy,,adj.,"困乏的,欲睡的",,
sleigh,,n.,雪橇,,
slender,,adj.,"苗条的, 微薄的",,
slice,,n.,薄片 v切(片),,
slick,,adj.,圆滑的；精巧的,,
slide,,,"v&n. 滑动,下滑",,
slider,,n.,"滑雪者, 滑冰者",,
slight,,adj.,"轻微的,微小的",,
slime,,n.,"粘土, 粘液",,
slimy,,adj.,"黏滑的, 卑劣的",,
slip,,,"n&v. 滑倒,滑动",,
slipper,,n.,拖鞋,,
slippery,,adj.,"滑的,光滑的",,
slit,,v.,"撕裂 n. 裂缝, 狭长切口",,
slog,,v.,艰难行进； 埋头苦干； 猛击,,
slogan,,n.,标语， 口号； 广告语,,
slop,,v.,"溢出, 溅溢",,
slope,,n.,斜坡 v(使)顺斜,,
slot,,n.,狭缝；空位,,
sloth,,n.,懒惰,,
slothful,,adj.,偷懒的,,
slough,,vt.,使脱落 n. 泥坑， 沼泽； 绝境,,
slow,,adj.,"慢的 v. 放慢,减速",,
slowly,,adv.,"慢慢地,迟缓地",,
slowness,,n.,"缓慢, 迟钝",,
sludge,,n.,"软泥, 淤泥",,
sluggish,,adj.,行动迟缓的； 不活泼的； 无精打采的， 怠惰的,,
sluggishly,,adj.,"缓慢的, 懒惰的",,
slum,,n.,贫民窟,,
slumber,,n.,睡眠 v. 睡眠,,
slush,,n.,烂泥 v溅湿,,
smear,,v.,"涂污,弄脏 n. 油迹, 涂片",,
smell,,n.,"气味v嗅, 闻到",,
smelt,,v.,熔解，熔炼,,
smelter,,n.,"熔炉, 熔炼工",,
smelting,,n.,冶炼， 熔炼,,
smile,,,vi&n. 微笑,,
smirk,,vi.,假笑， 得意地笑,,
smite,,v.,重击,,
smoke,,v.,"抽烟, 吸烟",,
smoky,,adj.,"冒烟的, 烟状的",,
smooth,,adj.,"光滑的,平整的 v. 弄平",,
smoothly,,adv.,平稳地,,
smoothness,,n.,平坦， 光滑,,
smother,,v.,窒息,,
smuggle,,v.,"走私, 偷带",,
snack,,n.,快餐， 小吃， 点心,,
snail,,n.,蜗牛,,
snake,,n.,蛇,,
snap,,v.,"喀嚓折断,拍快照 n吧嗒声",,
sneaker,,n.,鬼鬼祟祟的人， 卑鄙者； 运动鞋,,
sneaky,,adj.,偷偷摸摸的， 鬼鬼祟祟的,,
sneeze,,n.,喷嚏 vi打喷嚏,,
snide,,adj.,伪造的； 不诚实的； 讽刺的， 挖苦的， 含沙射影的,,
snipe,,n.,[鸟]鹬,,
snippet,,n.,"小片, 片断",,
snout,,n.,"猪嘴,鼻子",,
snow,,n.,雪 v. 下雪,,
snowdrift,,n.,雪堆,,
snowfall,,n.,"降雪,降雪量",,
snowflake,,n.,雪花,,
snowstorm,,n.,暴风雪,,
snowy,,adj.,"雪的, 多雪的",,
snugly,,adv.,"舒适温暖地, 整洁地",,
so-called,,adj.,所谓的,,
soak,,,"n&v. 浸泡, 渗透",,
soap,,n.,肥皂,,
soar,,v.,"高飞,昂扬 n. 高涨程度",,
sober,,adj.,清醒的，未醉的；持重的，冷静的；素净的 v. 清醒； 变得冷静,,
sobriquet,,n.,"假名, 绰号",,
soccer,,n.,足球,,
sociability,,n.,"好交际,善于交际",,
sociable,,adj.,好交际的， 合群的； 友善的， 友好的,,
sociably,,adv.,和蔼可亲地,,
socialization,,n.,"社会化, 社会主义化",,
socialize,,v.,"使社会化, 使社会主义化",,
socially,,adv.,社交上；社会上,,
sociobiology,,n.,生物社会学,,
sociologist,,n.,社会学家,,
sociology,,n.,社会学,,
sod,,n.,草地,,
soda,,n.,"苏打, 碳酸水",,
sodium,,n.,[化] 钠,,
soft,,adj.,"软的,温和的",,
softball,,n.,"垒球运动, 垒球",,
soften,,v.,"(使)变柔软,(使)变柔和",,
softness,,n.,"柔和, 温柔",,
softwood,,n.,软木材,,
soilless,,adj.,不用泥土(培植)的,,
solar,,adj.,太阳(能)的,,
solder,,n.,焊料 v. 焊接,,
soldier,,n.,"士兵,军人",,
sole,,adj.,单独的；唯一的 n. 鞋底， 脚底,,
solely,,adv.,"独自地, 单独地",,
solemn,,adj.,"庄严的,严肃的",,
solicit,,v.,恳请； 乞求； 征求； 勾引； 招揽,,
solid,,n.,固体,,
solidarity,,n.,团结,,
solidify,,v.,"(使)凝固,团结",,
solidly,,adv.,"坚硬地, 稳固地",,
solitary,,adj.,孤独的,,
solitude,,n.,孤独,,
solo,,n.,独奏曲 a单独的,,
soloist,,n.,"独奏者, 独唱者",,
soluble,,adj.,"可溶的, 可溶解的",,
solution,,n.,"解决,解答",,
solve,,v.,"解决,解答",,
solvent,,adj.,有溶解力的； 有偿付能力的 n. 溶剂,,
somber,,adj.,昏暗的； 忧郁的,,
someday,,adv.,有朝一日,,
somehow,,adv.,"以某种方式,不知怎么地",,
someone,,pron.,"有人, 某人",,
somerset,,n.,翻筋斗 vi. 翻筋斗,,
something,,pron.,"某事,某物 adv. 有点,大约",,
sometime,,adv.,将来(或过去)某个时候 adj. 以前的,,
somewhat,,adv.,"稍微,有点,有些",,
somewhere,,adv.,"某处, 在某处",,
son,,n.,儿子,,
sonar,,n.,"声纳, 声波定位仪",,
song,,n.,歌(曲),,
songbird,,n.,"鸣禽,鸣鸟",,
songwriter,,n.,歌曲作家，歌曲作者,,
sonic,,adj.,音速的,,
soon,,adv.,"不久,很快",,
soothe,,v.,"缓和, 安慰",,
sophisticate,,adj.,"诡辩的,久经世故的",,
sophisticated,,adj.,老练的， 见多识广的； 精密的； 复杂的， 先进的； 高雅的， 有教养的,,
sophistication,,n.,"老练, 精明",,
soprano,,n.,女高音,,
sore,,adj.,疼痛的；恼火的 n. 疮口， 痛处,,
sorghum,,n.,[植]高粱属的植物,,
sorrow,,n.,"悲哀, 悲痛",,
sorrowful,,adj.,悲伤的，使人伤心的,,
sort,,n.,"种类v分类,拣选",,
soul,,n.,"灵魂, 精髓",,
sound,,adj.,可靠的；健康的，完好无损的；合理的 v. 似乎； 测量…的深度,,
soundly,,adv.,"完全地, 健全地",,
soup,,n.,汤,,
sour,,adj.,"酸的, 发酵的 v. 变酸",,
source,,n.,源， 源泉； 来源， 出处； 信息来源,,
south,,n.,南部 adj. 南方的 adv. 在南方,,
southeast,,,n&a. 东南(的),,
southeastern,,adj.,东南方的,,
southerly,,adj.,向南方的 ad在南方,,
southern,,adj.,"南的,南方的",,
southerner,,n.,"南方人, 居住在南方的人",,
southernmost,,adj.,最南的,,
southward,,adj.,向南 a向南的,,
southwest,,n.,西南方(的),,
southwestern,,adj.,"西南的, 来自西南的",,
souvenir,,n.,纪念品,,
sovereign,,adj.,君主的；至高无上的；独立自主的 n. 君主， 元首， 最高统治者,,
sovereignty,,n.,"君主, 主权",,
soviet,,,n&a. 苏维埃(的),,
sow,,n.,"大母猪 v. 播种,散布",,
soybean,,n.,大豆,,
spacecraft,,n.,太空船,,
spaceship,,n.,太空船,,
spacious,,adj.,"广大的,大规模的",,
spaghetti,,n.,意大利式细面条,,
spain,,n.,西班牙(欧洲南部国家),,
span,,n.,跨度v横越,,
spanish,,,"a&n. 西班牙(的),西班牙人(的)",,
spank,,v.,鞭策前进 v. 轻快的移动 n. 拍击,,
spar,,n.,"争论,园材(如桅,桁等)",,
spare,,adj.,备用的；多余的,,
sparingly,,adv.,"节俭地, 保守地",,
spark,,n.,火花 v. 触发，引起,,
sparrow,,n.,[鸟]麻雀,,
sparse,,adj.,"稀少的, 稀疏的",,
sparsely,,adv.,稀疏地,,
spatial,,adj.,空间的,,
spatter,,v.,溅污 n滴落,,
spawn,,v.,产卵 n. 卵,,
speak,,v.,"说话,谈话",,
speaker,,n.,"说话者, 演讲人",,
spear,,n.,"矛, 枪",,
spearhead,,v.,充当先锋,,
special,,adj.,"特别的,特殊的",,
specialist,,n.,"专门医师, 专家",,
speciality,,n.,"特性, 特质",,
specialization,,n.,"特殊化, 专门化",,
specialize,,v.,专攻,,
specially,,adv.,专门地；特别地,,
species,,n.,种类， 类群,,
specific,,adj.,"特定的,具体的",,
specifically,,adv.,特别地；明确地，具体地,,
specification,,n.,"详述, 规格",,
specify,,v.,"指定, 详细说明",,
specimen,,n.,"范例,标本,样品",,
speck,,n.,斑点,,
speckle,,n.,小斑点 vt点缀,,
spectacle,,n.,"景象, 场面,奇观",,
spectacular,,adj.,"引人入胜的, 壮观的",,
spectacularly,,adv.,"壮观地, 令人吃惊地",,
spectator,,n.,观众(指比赛或表演),,
spectrum,,n.,光谱,,
speculate,,v.,"推测, 思索, 做投机买卖",,
speculation,,n.,"思索, 做投机买卖",,
speculative,,adj.,"推测的, 思索的,投机的",,
speculator,,n.,投机者,,
speech,,n.,演说,,
speechwriter,,n.,演讲稿撰写人,,
speed,,n.,"速度 v. 加速,急行",,
speedy,,adj.,"快的, 迅速的",,
spell,,v.,拼写,,
spellbind,,vt.,用妖术迷惑； 迷住， 使入迷,,
spend,,v.,"花费,度过",,
spew,,v.,"喷涌,呕吐",,
sphere,,n.,"球, 范围",,
spherical,,adj.,球(面、状)的,,
spheroid,,n.,球状体， 椭球体,,
spheroidal,,adj.,球状的,,
spice,,n.,香料，调味品；趣味，情趣 vt. 加香料于； 给…增添趣味,,
spider,,n.,"蜘蛛,三脚架",,
spidery,,adj.,"蜘蛛(网)一般的, 细长足的",,
spike,,n.,长钉， 大钉； 猛增， 急升,,
spiky,,adj.,"大钉似的, 尖刻的",,
spill,,v.,(使)溢出 n溢出,,
spillage,,n.,"溢出, 溢出量",,
spin,,v.,"旋转,纺纱",,
spinal,,adj.,脊椎骨 n. 脊髓麻醉,,
spine,,n.,脊柱,,
spinet,,n.,"古时的小型竖琴, 小型立式钢琴",,
spinning,,adj.,旋转的 n. 纺纱,,
spiny,,adj.,"多剌的, 剌状的",,
spiral,,v.,盘旋,,
spirit,,n.,"精神, 灵魂",,
spiritual,,adj.,精神上的,,
spit,,n.,唾液 v吐(唾沫),,
spite,,n.,"(in ～ of)不顾,不管",,
splash,,,"n&v. 溅, 飞溅",,
splinter,,n.,"尖片, 碎片 v. 分裂",,
split,,v.,分裂；撕裂 n裂口,,
spoil,,v.,损坏；溺爱 vi变质,,
spoilage,,n.,损坏,,
sponge,,n.,海绵 vt擦,,
sponsor,,n.,"发起人 v发起, 主办, 赞助",,
spontaneity,,n.,自发性,,
spontaneous,,adj.,"自发的,自然产生的",,
spontaneously,,adv.,自发地,,
spoon,,n.,匙，调羹,,
spoonful,,n.,一匙,,
sporadic,,adj.,偶发的， 间或出现的， 零星的,,
spore,,n.,孢子,,
sport,,n.,"运动,运动会",,
spot,,n.,"地点,污点 v. 认出,玷污",,
spotlight,,n.,聚光灯,,
spout,,v.,喷出,,
sprain,,,n&vt. 扭伤,,
sprawl,,v.,伸开,,
spray,,n.,喷雾 vt喷射,,
spread,,v.,"传播,展开,散布",,
spring,,n.,"春天,泉 v. 跳,涌现",,
springboard,,n.,跳板vi利用跳板,,
springtime,,n.,"春天, 春季",,
sprinkle,,v.,撒，洒，喷 n. 少量,,
sprout,,v.,萌芽 n苗芽,,
spruce,,n.,云杉,,
spun,,adj.,拉成丝的,,
spur,,n.,"踢马剌 v. 鞭策, 刺激",,
spurge,,n.,[植]大戟,,
spurn,,,vt&n. 拒绝； 摈弃,,
spy,,n.,"间谍, 侦探 v侦察",,
squabble,,vi.,发生口角，,,
squander,,v.,浪费 n. 浪费,,
square,,adj.,"正方形的,平方的 n正方形；广场",,
squarely,,adv.,"方形地, 直角地",,
squash,,v.,压碎；硬塞n美国南瓜,,
squat,,v.,蹲(下),,
squeak,,n.,吱吱声 v. 吱吱叫,,
squeeze,,,"n&v. 压榨, 挤",,
squid,,n.,鱿鱼， 枪乌贼,,
squirrel,,n.,松鼠,,
squirt,,v.,喷出,,
stability,,n.,稳定性,,
stabilization,,n.,稳定性,,
stabilize,,v.,稳定,,
stabilizer,,n.,"稳定器, 安定装置",,
stable,,adj.,稳定的,,
stack,,v.,堆积， 堆放 n. 堆,,
stadium,,n.,竞走场； 运动场,,
staff,,n.,全体职工，全体人员,,
stag,,n.,牡鹿vi不带女伴参加晚会,,
stage,,n.,"舞台,阶段",,
stagecoach,,n.,公共马车,,
stagecraft,,n.,"编剧才能,演出技术",,
stagger,,v.,"蹒跚,交错 adj. 交错的",,
staggered,,adj.,交错的， 错开的； 震惊的,,
staggering,,adj.,巨大的； 势不可挡的； 惊人的， 令人吃惊的,,
stagnant,,adj.,停滞的；萧条的,,
stagnate,,v.,"(使)淤塞, (使)停滞, (使)沉滞, (使)变萧条",,
stain,,n.,污点v染污,,
stair,,n.,楼梯,,
stake,,n.,树桩,,
stalk,,n.,"茎，梗 v跟踪,高视阔步地走",,
stamford,,n.,斯坦福德[美国康涅狄格州西南部城市],,
stamp,,n.,"邮票,图章 v. 跺脚,盖章",,
stampede,,v.,狂奔，涌向；使仓促行事 n. 逃窜， 狂奔； 热潮， 风尚,,
stance,,n.,站姿，立场,,
stand,,v.,"站,坐落,处于",,
standard,,n.,"标准,规格 adj. 标准的",,
standardize,,v.,"使符合标准, 使标准化",,
standpoint,,n.,"立场, 观点",,
stanza,,n.,节， 段,,
staple,,v.,订 a主要的,,
star,,n.,"星,明星 v. 以星状物装饰,变成演员",,
starch,,n.,淀粉,,
stardom,,n.,明星的身份,,
starfish,,n.,海星,,
stark,,adj.,荒凉的；严酷的 adv. 完全,,
starlike,,adj.,"星形的, 星般闪烁的",,
starling,,n.,欧掠鸟,,
start,,v.,"开始,出发",,
startle,,v.,震惊,,
startling,,adj.,惊人的， 令人吃惊的,,
starvation,,n.,"饥饿, 饿死",,
starve,,v.,(使)饿死,,
stash,,v.,存放 n隐藏处,,
state,,v.,陈述， 说明， 声明； 规定 n. 情况，状况；国家；州,,
stately,,adj.,"庄严的, 堂皇的",,
statement,,n.,"陈述,声明",,
statesman,,n.,政治家,,
static,,adj.,"静态的, 静止的",,
station,,n.,"(车)站,台 v. 安置,派驻",,
stationary,,adj.,"固定的,静止不动的",,
statistic,,n.,统计数值,,
statistical,,adj.,"统计的, 统计学的",,
statuary,,n.,雕象,,
statue,,n.,"塑像,雕像",,
statuette,,n.,小雕像,,
stature,,n.,"身高,(精神、道德等的)高度",,
status,,n.,"身份,地位,情形,",,
staunch,,adj.,坚定的， 忠诚的,,
