word,phonetic,pos,meaning,example,example_zh
relieve,,v.,解除，减轻，缓解,,
religion,,n.,宗教信仰；宗教,,
religious,,adj.,宗教的；虔诚的,,
reluctance,,n.,勉强，不情愿,,
reluctant,,adj.,不愿意的，勉强的,,
rely,,v.,依赖，依靠；信赖,,
remain,,v.,剩下，余留；保持,,
remainder,,n.,剩余（物）；余数,,
remark,,n.,评论，谈论 v. 评论，谈论,,
remarkable,,adj.,异常的，非凡的,,
remedy,,n.,药物,,
remember,,v.,记得；想起；记住,,
remembrance,,n.,回想，回忆；纪念品；记忆力,,
remind,,v.,提醒，使想起,,
reminder,,n.,提醒物；暗示,,
remonstrate,,v.,抗议,,
remote,,adj.,相隔很远的；冷淡的,,
removal,,n.,移动；移走；除掉；搬迁,,
remove,,v.,消除，移除,,
render,,v.,给予,,
renew,,v.,〔中止后〕重新开始，继续,,
renewable,,adj.,可再生的,,
renewal,,n.,"更新, 恢复",,
renovate,,v.,更新；修复；革新；刷新,,
rent,,n.,租金 v. 出租,,
rental,,n.,租金,,
repair,,v.,修理，修补 n. 修理，修补,,
reparable,,adj.,可修缮的；可补偿的；可挽回的,,
repave,,v.,再铺，重新铺砌,,
repay,,v.,偿还；报答,,
repeat,,v.,重说，重做 n. 重演，重现,,
repeatedly,,adv.,重复地；一再,,
repetition,,n.,重复，反复,,
repetitive,,adj.,重复的， 反复性的,,
replace,,v.,代替,,
replacement,,n.,代替,,
reply,,v.,回答，答复 n. 回答，答复,,
report,,v.,报告；汇报,,
reporter,,n.,记者，通讯员,,
represent,,v.,代表,,
representation,,n.,描写；陈述；代表,,
representative,,n.,代表,,
reproduce,,v.,复制,,
reproduction,,n.,繁殖,,
reproductive,,adj.,生殖的，再生的,,
republic,,n.,共和国，共和政体,,
republican,,adj.,共和政体的；共和党的 n. 共和党人,,
reputation,,n.,名气，名声，名誉,,
request,,n.,要求,,
require,,v.,要求，命令,,
requirement,,n.,需要；要求,,
rescue,,v.,营救，援救,,
researcher,,n.,"研究者,调查者",,
resemblance,,n.,相似，相似性,,
resemble,,v.,像，相似,,
resent,,v.,对…不满，怨恨,,
resentment,,n.,"怨恨,愤恨",,
reservation,,n.,预定,,
reserve,,v.,留出，预定,,
reserved,,adj.,保留意见的；矜持的,,
reservoir,,n.,水库；蓄水池,,
reside,,v.,居住，驻扎；属于,,
residence,,n.,居住；驻扎；住处,,
resident,,n.,居民,,
residential,,adj.,居住的， 住宅的； 寄宿的， 住在住所的,,
resign,,v.,辞职,,
resignation,,n.,听从，屈从，顺从,,
resist,,v.,抵抗，抗拒,,
resistance,,n.,抵御，抵抗；抵抗力,,
resistant,,adj.,抵抗的；抵制的,,
resolute,,adj.,坚定的,,
resolution,,n.,坚决，坚定；决定,,
resolve,,v.,解决；下决心,,
resort,,vi.,求助，凭借；诉诸于 n. 诉诸,,
resource,,n.,资源； 财力； 应付办法， 谋略,,
resourceful,,adj.,机智的,,
respect,,n.,尊敬；尊重；问候；方面 vt. 尊敬； 尊重,,
respectable,,adj.,可敬的；人格高尚的,,
respectful,,adj.,有礼貌的，尊重的,,
respective,,adj.,各自的，各个的,,
respectively,,adv.,各自地,,
respond,,v.,作答；响应,,
respondent,,n.,回答者； 响应者； 被告,,
response,,n.,反应,,
responsibility,,n.,责任,,
responsible,,adj.,负责的，有责任的,,
responsive,,adj.,响应的； 敏感的， 易受影响的,,
rest,,v.,使休息，使轻松；把…寄托于 n. 休息，静止；休息时间；剩余部分；支架,,
restaurant,,n.,餐馆；[经] 饭店,,
restless,,adj.,不安定的，焦虑的,,
restock,,v.,重新进货，再储存,,
restoration,,n.,"恢复, 归还",,
restore,,v.,修复,,
restrain,,v.,抑制，遏制；限制,,
restraint,,n.,抑制；遏制；克制,,
restrict,,v.,限制，限定,,
restriction,,n.,限制，限定,,
restrictive,,adj.,限制性的,,
result,,vi.,发生； 结果 n. 结果；成果；比分,,
resultant,,adj.,作为结果而发生的,,
resume,,v.,重新开始；恢复,,
resumption,,n.,恢复；重新开始；取回；重获；恢复硬币支付,,
retail,,n.,零售 v. 零售,,
retailer,,n.,零售商,,
retain,,v.,"保留,留用",,
retention,,n.,保留， 保持,,
retire,,v.,退休；退职；就寝,,
retirement,,n.,退休,,
retrain,,v.,再教育；再训练,,
retreat,,v.,退避，后退；撤退,,
return,,v.,返回；报答 n. 返回；归还；回球 adj. 报答的；回程的；返回的,,
reunion,,n.,团聚,,
reveal,,v.,揭露，揭示,,
revelation,,n.,被提示的真相， 新发现； 揭示， 透露， 显示,,
revenge,,n.,报仇,,
revenue,,n.,收入,,
reversal,,n.,"翻转, 倒转, 反转",,
reverse,,n.,相反情况；正相反 a. 相反的,,
reversible,,adj.,可逆的， 可翻转的； 正反两用的； 可恢复原状的,,
review,,n.,回顾 v. 复习,,
reviewer,,n.,"批评家,评论家",,
revise,,v.,修订,,
revision,,n.,"修订,修正,修订本",,
revolt,,n.,反抗；造反 v. 反抗；造反,,
revolution,,n.,革命,,
revolutionary,,adj.,革命的 n. 革命者,,
revolve,,v.,（使）旋转,,
reward,,n.,报答，奖赏 v. 报答，奖赏,,
rewarding,,adj.,有意义的,,
rhythm,,n.,韵律，格律；节奏,,
rhythmic,,adj.,"节奏的, 合拍的",,
rib,,n.,肋，肋骨,,
ribbon,,n.,缎带，丝带；带,,
rice,,n.,稻；米饭 v. 把…捣成米糊状,,
rich,,adj.,富有的；肥沃的；昂贵的 n. (Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什,,
rid,,v.,使摆脱，使去掉,,
riddle,,v.,解谜；给出谜；充满于 n. 谜语；粗筛；谜一般的人、东西、事情等,,
ride,,v.,骑马；乘车；依靠；漂浮 n. 骑；乘坐；交通工具；可供骑行的路；（乘坐汽车等的）旅行；乘骑；（乘车或骑车的）短途旅程；供乘骑的游乐设施,,
rider,,n.,"骑手, 附文, 扶手",,
ridge,,n.,岭，山脉；脊；垄,,
ridicule,,v.,嘲弄，挖苦 n. 嘲弄，挖苦,,
ridiculous,,adj.,荒谬的，可笑的,,
rifle,,n.,步枪，来复枪,,
right,,,"a&ad. 对(的),右(的) n. 权利 v. 扶直,纠正",,
rigid,,adj.,刚硬的；僵硬的,,
rigorous,,adj.,严格的,,
ring,,n.,拳击台,,
riot,,n.,暴乱,,
riotous,,adj.,狂暴的,,
rip,,v.,撕，扯破，划破,,
ripe,,adj.,熟的；时机成熟的,,
ripen,,v.,成熟,,
rise,,v.,上升；增强；起立；高耸 n. 上升；高地；增加；出现,,
risk,,n.,风险，危险；冒险,,
risky,,adj.,危险的,,
rival,,n.,对手,,
rivalry,,n.,竞争， 竞赛； 对抗,,
river,,n.,河，江,,
road,,n.,公路，马路；道路；手段 vt. （狗）沿臭迹追逐（猎物） adj. （美）巡回的,,
roar,,v.,吼叫；呼喊 n. 吼,,
roast,,v.,烤，炙；烘,,
rob,,vt.,抢劫， 盗窃,,
robbery,,n.,抢劫,,
robot,,n.,机器人；自动机,,
rock,,n.,岩石；摇滚乐；暗礁 v. 摇动；使摇晃,,
rocket,,n.,火箭 v. 猛增,,
rocky,,adj.,"岩石的,稳固的",,
rod,,n.,杆，竿，棒,,
role,,n.,"作用,角色",,
roll,,v.,滚动；转动,,
roller,,n.,滚筒，滚轴；滚柱,,
roman,,n.,古罗马人 adj. 罗马的,,
romance,,n.,传奇；浪漫文学,,
romantic,,adj.,浪漫的,,
roof,,n.,屋顶；最高处，顶部；最高限度 v. 给…盖屋顶，覆盖,,
room,,n.,房间；空间；余地；机会；房间里所有的人 v. 为…提供住处；租房，合住；投宿，住宿；留…住宿,,
root,,n.,根；根源；词根；祖先 v. 生根；根除,,
rope,,n.,绳，索 vt. 用绳捆,,
rose,,n.,玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒 adj. 玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的 vt. 使成玫瑰色，使（面颊）发红；使有玫瑰香味 vi. 起义( rise的过去式)；升起；（数量）增加；休会,,
rosy,,adj.,"蔷薇色的, 玫瑰红色的",,
rotary,,adj.,旋转的，转动的,,
rotate,,v.,旋转,,
rotation,,n.,旋转，转动,,
rotten,,adj.,腐烂的，发臭的,,
rough,,adj.,表面不平的；粗略的,,
round,,n.,圆；循环；一回合；圆形物 adj. 圆的；完全的；大概的；肥胖的 adv. 在周围；迂回地；朝反方向；挨个 v. 完成；围捕；绕行；弄圆 prep. 附近；绕过；大约；在…周围,,
rouse,,v.,唤醒，唤起；惊起,,
route,,n.,路，路线,,
routine,,n.,例行公事 adj. 日常的,,
routinely,,adv.,例行公事地,,
row,,n.,（一）排，（一）行,,
royal,,adj.,王的；皇家的,,
royalty,,n.,皇家，王族，皇族,,
rub,,vt.,擦， 摩擦,,
rubber,,n.,橡胶；橡皮；合成橡胶；按摩师 adj. 橡胶制成的 v. 涂橡胶于；用橡胶制造,,
rubbish,,n.,垃圾，废物；废话 adj. 毫无价值的,,
rude,,adj.,粗鲁的,,
rug,,n.,小地毯；毛毯,,
ruin,,v.,毁坏 n. 毁灭；废墟,,
ruinous,,adj.,破坏性的，毁灭性的；零落的,,
rule,,v.,裁决，裁定,,
ruler,,n.,尺；统治者；[测] 划线板，划线的人,,
ruling,,n.,裁定,,
rumor,,n.,谣言；传闻 v. 谣传；传说,,
rumour,,n.,谣传， 谣言,,
run,,v.,"跑,运转,经营",,
runway,,n.,"飞机跑道, 斜坡跑道, 河道",,
rural,,adj.,农村的，田园的,,
rush,,v.,冲，奔；催促,,
rust,,n.,锈 v. 生锈，氧化,,
sack,,n.,袋，麻袋；开除,,
sacrifice,,n.,牺牲；献祭 v. 牺牲；献祭,,
sacrificial,,adj.,供奉的， 献祭的， 牺牲的,,
sad,,adj.,难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）,,
sadden,,v.,悲哀,,
saddle,,n.,鞍子，马鞍,,
sadness,,n.,"悲哀, 悲伤",,
safe,,adj.,安全的；可靠的；平安的 n. 保险箱；冷藏室；纱橱,,
safety,,n.,安全；保险；安全设备；保险装置；安打,,
sail,,n.,帆；船 v. 航行,,
sailor,,n.,水手， 海员,,
saint,,n.,圣人,,
sake,,n.,缘故，理由,,
salad,,n.,色拉， 凉拌菜,,
salary,,n.,薪金， 薪水,,
sale,,n.,"出售,卖出",,
salesman,,n.,售货员， 推销员,,
salt,,n.,盐；风趣，刺激性 adj. 咸水的；含盐的，咸味的；盐腌的；猥亵的 v. 用盐腌；给…加盐；将盐撒在道路上使冰或雪融化,,
salty,,adj.,咸的,,
same,,adj.,相同的 pron. 同样 adv. 同样地,,
sample,,n.,样品；标本,,
sanction,,vt.,批准，认可 n. 批准， 认可； 约束因素， 约束力； 国际制裁,,
sand,,n.,沙；沙地；沙洲；沙滩；沙子 v. 撒沙于；以沙掩盖；用砂纸等擦平或磨光某物；使撒沙似地布满；给…掺沙子,,
sandwich,,v.,夹入，挤进,,
satellite,,n.,人造卫星；卫星,,
satisfaction,,n.,满足，愉快,,
satisfactory,,adj.,令人满意的，良好的,,
satisfy,,v.,"满足,使满意",,
saturday,,n.,星期六,,
sauce,,n.,调味汁， 作料,,
saucer,,n.,茶托，浅碟,,
sausage,,n.,香肠，腊肠,,
save,,v.,节省,,
saving,,n.,节省， 节约； 储蓄金， 存款,,
saw,,n.,锯子 v. 锯，锯开,,
say,,v.,比如说[用于举例],,
scale,,n.,规模；比例,,
scan,,v.,细看；浏览；扫描,,
scandal,,n.,丑事， 丑闻； 流言蜚语； 反感， 愤慨,,
scanner,,n.,[计] 扫描仪；扫描器；光电子扫描装置,,
scar,,n.,瘢痕,,
scarce,,adj.,缺乏的， 不足的； 稀少的， 罕见的,,
scarcely,,adv.,几乎不；仅仅,,
scarcity,,n.,缺乏,,
scare,,v.,吓， 使害怕； 受惊吓， 感到害怕 n. 惊恐，恐慌,,
scary,,adj.,引起惊慌的,,
scatter,,v.,撒；散播；使消散,,
scene,,n.,场面；情景；景象；事件,,
scenery,,n.,风景；舞台布景,,
scenic,,adj.,"舞台的, 景色优美的 n. 风景照片",,
scent,,n.,香味,,
schedule,,n.,日程表,,
scheme,,n.,计划，规划；诡计,,
scholar,,n.,学者（尤指文学方面）,,
scholarly,,adj.,"学者气质的, 学者风度的",,
scholarship,,n.,奖学金,,
scholastic,,adj.,学校的；学者的；学术的（等于scholastical） n. 学者；学生；墨守成规者；经院哲学家,,
school,,n.,"学校,学院 v. 教育",,
science,,n.,科学；技术；学科；理科,,
scientific,,adj.,科学（上）的,,
scientist,,n.,科学家,,
scissors,,n.,剪刀，剪子,,
scold,,v.,责骂， 训斥,,
scope,,n.,范围,,
score,,n.,得分，比数；成绩,,
scout,,n.,侦察员，侦察机,,
scrape,,v.,刮；擦 n. 刮；擦伤；擦痕,,
scratch,,n.,抓，划痕,,
scream,,vi.,尖叫，呼啸 n. 尖叫声,,
screen,,v.,筛查,,
screw,,n.,螺旋，螺丝 v. 拧紧,,
script,,n.,剧本， 广播稿； 书写用的字母； 笔迹， 手迹,,
scripture,,n.,《圣经》；圣书,,
sea,,n.,海；海洋；许多；大量,,
seal,,n.,印记；封蜡 v. 封,,
search,,v.,搜寻；调查；探求 n. 搜寻；探究，查究,,
season,,n.,时期；季节；赛季 v. 给…调味；使适应,,
seasonal,,adj.,"季节的,周期性的",,
seat,,n.,座位；所在地；职位 v. 使…坐下；可容纳…的；使就职,,
second,,v.,支持,,
secondary,,adj.,第二的；次要的,,
secrecy,,n.,"秘密,保密",,
secret,,adj.,"秘密的,机密的 n. 秘密",,
secretary,,n.,秘书；书记；大臣,,
secretive,,adj.,秘密的；偷偷摸摸的；促进分泌的,,
section,,n.,切片；一段；部分，部门,,
sector,,n.,部门， 部分； 防御地段， 防区； 扇形,,
secure,,v.,确保……安全,,
security,,n.,安全，安保,,
seed,,n.,种（子），籽；起因，萌芽,,
seedling,,n.,幼苗,,
seek,,v.,寻找，探索；试图,,
seem,,v.,好像， 似乎,,
seemingly,,adv.,表面上看,,
segment,,n.,部分， 片段； 瓣,,
seize,,v.,抓住,,
seldom,,adv.,很少，罕见,,
select,,adj.,精选的， 挑选出来的； 优等的， 第一流的 vt. 选择，挑选,,
selection,,n.,选择，挑选,,
selective,,adj.,"选择的,精选的",,
self,,n.,"自己,自我",,
selfish,,adj.,自私的,,
selfless,,adj.,无私的,,
sell,,v.,销售；推销；出卖；欺骗 n. 销售；失望；推销术,,
semester,,n.,学期,,
semiconductor,,n.,半导体,,
seminar,,n.,研究班， 研讨会,,
senate,,n.,参议院，上院,,
senator,,n.,参议员,,
send,,v.,"发送,派遣",,
senior,,n.,老年人,,
sense,,n.,"感官；感觉；理解力；判断力；意义 v. 觉得,意识到",,
sensible,,adj.,明智的,,
sensitive,,adj.,敏感的,,
sensitivity,,n.,敏感（性）；灵敏性,,
sensor,,n.,传感器，灵敏元件,,
sentence,,n.,判决 v. 判决,,
separate,,adj.,分离的；个别的,,
separately,,adv.,分别地，另行,,
separation,,n.,"分离,分开",,
september,,n.,九月,,
sequence,,n.,次序,,
sequential,,adj.,序列的； 连续的； 随之而来的,,
series,,n.,连续，系列；丛书,,
serious,,adj.,"严肃的,认真的,严重的",,
servant,,n.,仆人，佣人；公务员；雇工,,
serve,,v.,为…服务；招待,,
service,,n.,服务，服侍；服役；仪式 adj. 服务性的；耐用的；服现役的 v. 维修，检修；保养,,
session,,n.,开会，会议,,
set,,n.,集（合）,,
setback,,n.,挫折， 倒退， 失败,,
setting,,n.,背景，环境,,
settle,,v.,安排；安放；调停,,
settlement,,n.,解决；殖民，殖民地,,
seven,,num.,"七,七个",,
seventy,,num.,七十,,
severe,,adj.,严重的,,
severity,,n.,严重性,,
sew,,v.,缝制，缝纫,,
sex,,n.,性；性别；性行为；色情 v. 引起…的性欲；区别…的性别,,
sexism,,n.,性别偏见， 性别歧视,,
sexual,,adj.,性的， 两性的； 性别的,,
shade,,n.,阴凉处,,
shadow,,n.,阴影；影子；幽灵；庇护；隐蔽处 v. 遮蔽；使朦胧；尾随；预示 adj. 影子内阁的,,
shady,,adj.,阴凉的,,
shake,,v.,动摇；摇动；震动；握手 n. 摇动；哆嗦,,
shallow,,adj.,浅的；浅薄的 n. 浅滩， 浅水处,,
shame,,v.,使羞愧；玷辱,,
shameful,,adj.,可耻的；不道德的,,
shape,,n.,形状；模型；身材；具体化 v. 形成；塑造，使成形；使符合,,
share,,v.,分享，分担；分配 n. 份额；股份,,
sharp,,adj.,急剧的；锋利的；强烈的；敏捷的；刺耳的 adv. 急剧地；锐利地；突然地 n. 尖头；骗子；内行 vt. 磨快；把音调升高 vi. 打扮；升音演奏,,
sharpen,,v.,削尖， 磨快； 使敏锐； 变得清晰,,
shave,,v.,剃，刮,,
shear,,v.,剪；剥夺,,
shed,,v.,流出；散发；脱落,,
sheep,,n.,羊，绵羊；胆小鬼,,
sheer,,adv.,垂直地，陡峭地 vi. 急转向， 偏离 adj. 完全的，十足的；陡峭的，垂直的；极薄的，透明的,,
sheet,,n.,被单；纸张；薄板,,
shelf,,n.,搁板，架子,,
shell,,n.,壳，贝壳；外壳，框架；炮弹 vt. 剥…的壳； 炮击,,
shelter,,n.,隐蔽处；掩蔽，庇护,,
shield,,n.,盾；防护物 v. 保护,,
shift,,v.,替换，转移 n. 转换,,
shine,,v.,发出光；反射光，闪耀；出类拔萃，表现突出；露出；照耀；显露；出众 n. 光亮，光泽；好天气；擦亮；晴天；擦皮鞋；鬼把戏或诡计,,
shiny,,adj.,发光的；磨光的,,
ship,,v.,运送，乘船；以船运送 n. 船；舰；太空船,,
shipment,,n.,装载的货物；装货,,
shirt,,n.,衬衫；汗衫，内衣,,
shiver,,v.,颤抖，哆嗦 n. 冷颤,,
shock,,v.,感到震惊,,
shoe,,n.,鞋；蹄铁；外胎 v. 给……穿上鞋；穿……鞋,,
shoot,,v.,发射；射中 n. 芽,,
shop,,n.,商店；店铺 v. 购物,,
shore,,n.,滨，岸,,
short,,adj.,短的；不足的；矮的，低的 n. 短；缺乏；短路；短裤 adv. 不足；突然；唐突地,,
shortage,,n.,不足，缺少，不足额,,
shortcoming,,n.,短处， 缺点,,
shortcut,,n.,捷径，近路,,
shortly,,adv.,立刻；简短地,,
shot,,n.,发射；弹丸；射门,,
should,,v.,应该；竟然会,,
shoulder,,v.,承担；挑起,,
shout,,v.,呼喊；喊叫；大声说 n. 呼喊；呼叫,,
shower,,n.,阵雨；（一）阵；淋浴,,
showmanship,,n.,主持演出的技巧,,
shriek,,v.,尖声喊叫 n. 尖叫声,,
shrimp,,n.,（小）虾，河虾，褐虾,,
shrink,,v.,起皱； 收缩； 退缩， 畏缩,,
shrug,,,n&v. 耸肩,,
shut,,v.,关闭；停业；幽禁 n. 关闭 adj. 关闭的；围绕的,,
shuttle,,n.,航天飞机,,
shy,,adj.,害羞的；畏缩的，胆怯的 v. 投；畏缩；惊退；厌恶 n. 投掷；惊跳,,
sick,,adj.,有病的；恶心的,,
side,,n.,边，面，侧 v. 支持,,
sideways,,adv.,向侧面,,
siege,,n.,包围，围攻，围困,,
sigh,,vi.,叹气， 叹息 n. 叹息,,
sight,,n.,景象；名胜，风景,,
sightseeing,,n.,观光,,
sign,,n.,符号；招牌 v. 签名,,
signal,,n.,信号 v. 发信号，打信号；示意,,
signature,,n.,签名,,
significance,,n.,意义，意味；重要性,,
significant,,adj.,重要的,,
silence,,n.,沉默 v. 使沉默,,
silent,,adj.,寂静无声的；沉默的,,
silicon,,n.,硅（旧名矽）,,
silk,,n.,蚕丝，丝，丝织品,,
silly,,adj.,傻的，愚蠢的,,
silver,,n.,银；银币；银器,,
silvery,,adj.,"含银的,银色光泽的",,
similar,,adj.,相似的,,
similarity,,n.,类似，相似；类似点,,
similarly,,adv.,类似地，相似地,,
simple,,adj.,单纯的；迟钝的,,
simplicity,,n.,简单,,
simplify,,v.,简化,,
simply,,adv.,简单地；朴素地,,
sin,,vi.,犯戒律， 犯过失 n. 罪，罪孽,,
sincere,,adj.,真诚的；真挚的,,
sincerity,,n.,真诚，诚意；真实,,
sing,,v.,唱歌；歌颂；鸣叫；呼号 n. 演唱；鸣声；呼啸声,,
singer,,n.,歌手,,
single,,adj.,单一的；独身的；单程的 n. 单程票；,,
singular,,adj.,单数的；非凡的,,
sink,,n.,（厨房内的）洗涤槽,,
sip,,v.,小口地喝，抿，呷 n. 小口喝， 一小口的量,,
sir,,n.,先生；（用于姓名前）爵士；阁下；（中小学生对男教师的称呼）先生；老师,,
sister,,n.,姐，妹；护士长；修女，女教士,,
sit,,v.,坐；位于 n. (Sit)人名；(东南亚国家华语)硕；(罗)西特,,
site,,n.,场所，地址,,
situate,,v.,位于，坐落在,,
situation,,n.,情况,,
six,,num.,"六,六个",,
sixteen,,num.,十六,,
sizable,,adj.,相当大的,,
size,,n.,大小；尺寸 adj. 一定尺寸的 v. 依大小排列,,
skate,,v.,滑冰；滑过 n. 溜冰；冰鞋,,
skeleton,,n.,骨骼，骷髅；骨架,,
sketch,,n.,略图；速写；概略,,
ski,,n.,滑雪橇 v. 滑雪 adj. 滑雪（用）的,,
skill,,n.,"技能,技巧",,
skilled,,adj.,有技能的，熟练的,,
skillful,,adj.,灵巧的，娴熟的,,
skim,,v.,掠过，擦过；略读,,
skin,,n.,皮肤；外皮 v. 剥皮,,
skip,,v.,跳过,,
skirt,,n.,裙子 v. 绕过，回避；位于…边缘,,
sky,,n.,"天,天空",,
skyrocket,,v.,突升，猛涨,,
skyscraper,,n.,摩天大楼,,
slam,,v.,使劲关；砰地放下,,
slap,,vt.,掴，掌击，拍；啪的一声放 n. 掴， 掌击， 拍,,
slave,,n.,奴隶,,
slavery,,n.,奴隶制度,,
sleep,,v.,睡，睡觉 n. 睡眠,,
sleepiness,,n.,"想睡,瞌睡",,
sleepy,,adj.,"困乏的,欲睡的",,
sleeve,,n.,袖子，袖套,,
slender,,adj.,细长的；微薄的,,
slice,,n.,薄片，切片；部分,,
slide,,v.,滑 n. 滑,,
slight,,adj.,轻微的，微小的 v. 侮慢；轻视，冷落,,
slightly,,adv.,轻微地,,
slim,,adj.,苗条的；薄的；少的 v. 减轻体重， 变苗条,,
slip,,v.,滑跤，滑落，溜；下降，跌落；悄悄放进 n. 疏漏， 差错,,
slipper,,n.,拖鞋 vt. 用拖鞋打,,
slippery,,adj.,滑的；模糊的，不明确的，,,
slit,,n.,裂缝 v. 切开，撕开,,
slogan,,n.,标语， 口号； 广告语,,
slope,,n.,倾斜；斜面 v. 倾斜,,
slow,,adj.,"慢的,不活跃的 v. (down)(使)放慢,减速",,
smart,,adj.,聪颖的，机灵的,,
smash,,v.,粉碎，打烂；狠打，猛击；破灭，失败；猛撞，猛冲 n. 破碎 ； 猛击， 猛撞； 轰动的演出， 巨大的成功,,
smell,,v.,嗅，闻；有…气味 n. 气味，嗅觉；臭味,,
smile,,v.,微笑 n. 微笑；笑容；喜色,,
smog,,n.,烟雾,,
smoke,,n.,烟；抽烟；无常的事物 v. 冒烟，吸烟；抽烟；弥漫,,
smoky,,adj.,"冒烟的, 烟状的",,
smooth,,adj.,光滑的,,
snack,,n.,零食，小吃,,
snake,,n.,蛇；阴险的人 v. 迂回前进,,
snap,,v.,咔嚓折断，啪地绷断；吧嗒一声；猛咬；厉声说话，怒声责骂 adj. 仓促的， 突然的 n. 吧嗒声；快照,,
snow,,n.,雪，积雪；下雪 v. 降雪,,
snowy,,adj.,"雪的, 多雪的",,
so-called,,adj.,所谓的， 号称的,,
soak,,v.,浸，泡,,
soap,,n.,肥皂 v. 将肥皂涂在……上；对……拍马屁（俚语）,,
soar,,v.,猛增,,
soccer,,n.,英式足球，足球,,
sociable,,adj.,社交的；好交际的；友善的 n. 联谊会,,
social,,adj.,社会的； 交际的， 社交的,,
socialism,,n.,社会主义,,
socialist,,n.,社会主义者,,
socialize,,v.,交往，联谊,,
sociologist,,n.,社会学家,,
sociology,,n.,社会学,,
sock,,n.,短袜；一击 v. 重击；给……穿袜 adv. 正着地；不偏不倚地 adj. 非常成功的,,
soda,,n.,碳酸钠， 纯碱； 汽水， 苏打水,,
sofa,,n.,长沙发，沙发,,
soft,,adj.,软的，柔软的；温柔的，温和的；软弱的；笨的 adv. 柔软地；温和地 n. 柔性；柔软的东西；柔软部分,,
soften,,v.,使软化，变温和,,
software,,n.,软件,,
soil,,v.,弄脏,,
solar,,adj.,太阳的，日光的,,
soldier,,n.,"士兵,军人",,
sole,,n.,脚底；鞋底，袜底,,
solely,,adv.,单独地，唯一地,,
solemn,,adj.,严肃的，庄重的；庄严的；隆重的,,
solicitor,,n.,律师， 法律顾问,,
solid,,adj.,扎实的，坚实的,,
solidify,,v.,凝固,,
soluble,,adj.,可溶的；可以解决的,,
solution,,n.,解决，解答，解决办法,,
solve,,v.,解决,,
solvent,,adj.,有溶解力的； 有偿付能力的 n. 溶剂,,
somebody,,pron.,某人，有人,,
somehow,,adv.,由于某种原因,,
someone,,pron.,"有人, 某人",,
something,,pron.,"某事,某物 adv. 有点,大约",,
sometime,,adv.,在某一时候；从前,,
sometimes,,adv.,不时，有时，间或,,
somewhat,,adv.,有点,,
somewhere,,adv.,"某处, 在某处",,
son,,n.,儿子；孩子（对年轻人的称呼）；男性后裔,,
song,,n.,歌曲；歌唱；诗歌；鸣声,,
soon,,adv.,"不久,很快",,
sophisticated,,adj.,复杂的；世故的,,
sophistication,,n.,"老练, 精明",,
sore,,adj.,痛的；恼火的 n. 疮,,
sorrow,,n.,悲痛，悲哀，悲伤,,
sorrowful,,adj.,使人伤心的；悲伤的,,
sort,,n.,种类；类别 v. 整理,,
soul,,n.,灵魂；心灵；精神；鬼魂 adj. 美国黑人文化的,,
sound,,adj.,健康的；完好的,,
soup,,n.,汤，羹；马力 v. 加速；增加马力,,
sour,,adj.,酸的；脾气坏的,,
source,,n.,来源,,
south,,n.,南方，南边；南部 adv. 在南方，向南方 adj. 南的，南方的,,
southeast,,adj.,东南的；来自东南的 n. 东南；东南地区 adv. 来自东南,,
southeastern,,adj.,东南方的,,
southern,,adj.,南的；南方的 n. 南方人,,
southwest,,n.,西南方 adj. 西南的 adv. 往西南；来自西南,,
southwestern,,adj.,"西南的, 来自西南的",,
souvenir,,n.,纪念品,,
sow,,v.,播（种）,,
space,,n.,空间；太空；距离 v. 留间隔,,
spacecraft,,n.,航天器，宇宙飞船,,
spaceship,,n.,[航] 宇宙飞船,,
spacious,,adj.,宽敞的,,
spade,,n.,铲，铁锹,,
span,,n.,持续时间；跨距,,
spare,,adj.,空闲的,,
sparingly,,adv.,"节俭地, 保守地",,
spark,,n.,火花，火星,,
sparkle,,vi.,发光，闪耀，闪烁；活跃，焕发 n. 闪光， 闪耀， 闪烁； 活力， 生气,,
spatial,,adj.,空间的，占据空间的,,
speak,,v.,说话；演讲；表明；陈述,,
speaker,,n.,演讲者；扬声器；说话者；说某种语言的人,,
special,,adj.,特殊的，特别的,,
specialist,,n.,专家,,
specialization,,n.,"特殊化, 专门化",,
specialize,,v.,专业从事,,
species,,n.,种， 类,,
specific,,adj.,特定的，具体的,,
specifically,,adv.,特别地， 特定地； 明确地， 具体地,,
specification,,n.,说明,,
specify,,v.,指定，具体说明,,
specimen,,n.,样本，标本，样品,,
spectacular,,adj.,壮观的，引人注目的 n. 壮观的演出； 惊人之举,,
speculate,,v.,推测， 推断； 投机， 做投机买卖,,
speculation,,n.,"思索, 做投机买卖",,
speculative,,adj.,"推测的, 思索的,投机的",,
speech,,n.,演讲；讲话；[语] 语音；演说,,
speed,,v.,超速，加速；加速，迅速前行；兴隆 n. 速度，速率；迅速，快速；昌盛，繁荣,,
speedy,,adj.,"快的, 迅速的",,
spell,,v.,拼，拼写；意味着；招致；拼成；迷住；轮值 n. 符咒；一段时间；魅力,,
spelling,,n.,拼字， 拼法， 拼写法,,
